DateTime,Open,High,Low,Close,Volume
2022-01-03 04:00:00,329.4369,329.8267,328.5597,329.0957,5741
2022-01-03 04:15:00,328.6571,328.9105,328.2965,328.2965,1453
2022-01-03 04:30:00,327.9456,328.2380,327.9359,328.2380,655
2022-01-03 04:45:00,328.2380,328.2673,328.0431,328.1698,3189
2022-01-03 05:00:00,328.2478,328.4232,328.2185,328.3062,3276
2022-01-03 05:15:00,328.3745,328.5986,328.1698,328.4622,4556
2022-01-03 05:45:00,328.6181,328.6181,328.6181,328.6181,100
2022-01-03 06:00:00,328.8033,329.3296,328.8033,329.2419,1263
2022-01-03 06:15:00,329.3686,329.3686,329.3686,329.3686,821
2022-01-03 06:30:00,329.0470,329.0470,329.0275,329.0470,1532
2022-01-03 06:45:00,329.4174,329.4174,329.2419,329.2419,538
2022-01-03 07:00:00,328.9495,329.2322,328.9495,329.1445,8034
2022-01-03 07:15:00,329.0080,329.1250,328.9495,329.1250,898
2022-01-03 07:30:00,329.1055,329.2419,329.0470,329.2419,1531
2022-01-03 07:45:00,329.0665,329.1445,328.9495,329.0470,1520
2022-01-03 08:00:00,329.1932,329.3296,328.9495,329.3102,13360
2022-01-03 08:15:00,329.1932,329.3102,329.1152,329.1640,5460
2022-01-03 08:30:00,329.1542,329.3296,328.4622,328.5109,7493
2022-01-03 08:45:00,328.5986,328.8716,327.6045,327.6045,14601
2022-01-03 09:00:00,327.6337,328.4621,327.4875,327.8676,15176
2022-01-03 09:15:00,327.9554,327.9749,326.5129,326.6786,24941
2022-01-03 09:30:00,326.6298,329.4369,326.2595,326.5470,1623706
2022-01-03 09:45:00,326.5908,326.6591,321.4251,321.9565,1543714
2022-01-03 10:00:00,321.9904,323.5304,321.5031,323.4280,1083375
2022-01-03 10:15:00,323.4427,324.3247,322.8091,324.1249,1009474
2022-01-03 10:30:00,324.1201,324.1639,323.0138,323.2867,708260
2022-01-03 10:45:00,323.3160,324.0080,323.1260,323.7546,521694
2022-01-03 11:00:00,323.7643,323.8423,322.7012,323.0041,552862
2022-01-03 11:15:00,323.0224,323.8130,322.8432,323.5791,537049
2022-01-03 11:30:00,323.5791,324.0762,322.9846,324.0402,458636
2022-01-03 11:45:00,324.0177,324.2809,323.1698,323.2965,448347
2022-01-03 12:00:00,323.2867,324.1536,322.9163,324.0887,396617
2022-01-03 12:15:00,324.0947,324.5245,323.7838,324.2127,445774
2022-01-03 12:30:00,324.1932,324.2419,323.8130,324.0470,341154
2022-01-03 12:45:00,324.0665,324.3686,323.6668,323.8033,318974
2022-01-03 13:00:00,323.8130,324.4953,323.3881,324.2321,396542
2022-01-03 13:15:00,324.2614,324.5051,323.8813,323.9008,305114
2022-01-03 13:30:00,323.9104,325.0850,323.7351,325.0265,376912
2022-01-03 13:45:00,325.0429,325.4495,324.8608,325.0821,383875
2022-01-03 14:00:00,325.0984,325.6275,324.9437,325.1678,343890
2022-01-03 14:15:00,325.1093,325.4407,325.0216,325.2717,323683
2022-01-03 14:30:00,325.2409,325.8598,324.9144,325.7331,334897
2022-01-03 14:45:00,325.7331,325.8306,325.0606,325.0899,341039
2022-01-03 15:00:00,325.0801,325.6259,324.9330,325.6162,331278
2022-01-03 15:15:00,325.6259,325.7331,325.1191,325.1288,374845
2022-01-03 15:30:00,325.1386,325.7136,324.7585,325.0996,499134
2022-01-03 15:45:00,325.1045,326.2887,324.8121,326.2595,1661478
2022-01-03 16:00:00,326.2546,326.7565,325.9183,326.5616,5137974
2022-01-03 16:15:00,326.5616,326.7078,326.5226,326.7078,8760
2022-01-03 16:30:00,326.6883,326.6980,326.6103,326.6298,2798
2022-01-03 16:45:00,326.6201,326.6201,326.3277,326.4057,1576
2022-01-03 17:00:00,326.3959,326.5031,326.2692,326.5031,12091
2022-01-03 17:15:00,326.5129,326.5129,326.3667,326.5129,1502
2022-01-03 17:30:00,326.5616,326.5616,326.5129,326.5129,1540
2022-01-03 17:45:00,326.6103,326.6103,326.4154,326.6103,1310
2022-01-03 18:00:00,326.7370,326.7565,326.5324,326.7370,6739
2022-01-03 18:15:00,326.7565,326.7565,326.5129,326.7078,1341
2022-01-03 18:30:00,326.5129,326.5129,326.2887,326.3082,4930
2022-01-03 18:45:00,326.3179,326.5128,326.1717,326.1717,5704
2022-01-03 19:00:00,326.0450,326.0450,325.6357,325.7331,15771
2022-01-03 19:15:00,325.7331,325.9281,325.5382,325.7819,7744
2022-01-03 19:30:00,325.5869,325.7721,325.5479,325.7721,404
2022-01-03 19:45:00,325.7330,326.0255,325.6454,325.6454,7155
2022-01-04 04:00:00,326.3667,326.9027,326.3667,326.4154,2385
2022-01-04 04:15:00,326.4641,326.4641,326.4641,326.4641,141
2022-01-04 04:30:00,326.4934,326.6201,326.4934,326.6201,674
2022-01-04 04:45:00,326.8150,326.8150,326.7565,326.7565,621
2022-01-04 05:00:00,326.7565,326.9027,326.7565,326.9027,2398
2022-01-04 05:15:00,326.9515,327.0489,326.9515,327.0489,374
2022-01-04 05:30:00,327.2926,327.3901,327.2828,327.3901,653
2022-01-04 05:45:00,327.3901,327.3901,327.1951,327.2439,858
2022-01-04 06:00:00,327.3901,327.8774,327.3901,327.7117,3344
2022-01-04 06:15:00,327.6532,327.6532,327.2439,327.2439,350
2022-01-04 06:30:00,327.4096,327.4096,327.4096,327.4096,200
2022-01-04 06:45:00,327.1951,327.1951,326.9125,326.9125,3301
2022-01-04 07:00:00,327.1756,327.1951,326.7565,326.8150,4270
2022-01-04 07:15:00,326.7370,326.8540,326.0255,326.0255,6805
2022-01-04 07:30:00,326.0548,326.6103,326.0255,326.4934,2287
2022-01-04 07:45:00,326.3277,326.5129,326.3179,326.5129,1550
2022-01-04 08:00:00,326.7760,327.1854,325.9378,326.7468,10158
2022-01-04 08:15:00,326.7565,327.0489,326.7565,327.0099,10569
2022-01-04 08:30:00,327.0002,327.0294,326.5129,326.7858,6585
2022-01-04 08:45:00,326.5129,326.9904,326.3374,326.9904,9036
2022-01-04 09:00:00,326.7760,326.7760,326.3764,326.7468,1480
2022-01-04 09:15:00,326.8053,326.8248,325.7331,325.9476,15475
2022-01-04 09:30:00,326.3472,326.3472,324.0177,325.5674,1528835
2022-01-04 09:45:00,325.5479,326.7078,324.3199,325.5382,836353
2022-01-04 10:00:00,325.5285,325.6893,324.3101,324.6610,758630
2022-01-04 10:15:00,324.7000,325.5479,324.3978,325.5187,602512
2022-01-04 10:30:00,325.5090,325.8988,323.4037,323.6863,700330
2022-01-04 10:45:00,323.6766,323.8813,321.0060,321.6200,1120616
2022-01-04 11:00:00,321.6688,321.7175,320.1291,320.3237,1208865
2022-01-04 11:15:00,320.3140,320.3845,319.2614,320.0703,897719
2022-01-04 11:30:00,320.0801,321.0742,319.5538,320.1775,939170
2022-01-04 11:45:00,320.1678,320.6356,319.5635,319.6902,609853
2022-01-04 12:00:00,319.6707,319.6902,318.2964,319.2808,803801
2022-01-04 12:15:00,319.2867,319.9924,319.1541,319.4758,373571
2022-01-04 12:30:00,319.4855,319.6166,318.9884,319.1541,386857
2022-01-04 12:45:00,319.1639,319.7087,318.8387,319.0372,448349
2022-01-04 13:00:00,319.0372,320.0898,318.8910,319.5638,390495
2022-01-04 13:15:00,319.6122,320.0155,319.2769,319.3393,321160
2022-01-04 13:30:00,319.3394,319.3783,318.6571,319.0469,506524
2022-01-04 13:45:00,319.0276,319.1834,318.2477,318.3159,521425
2022-01-04 14:00:00,318.3062,318.9495,317.9163,318.4621,716286
2022-01-04 14:15:00,318.4768,318.6863,317.8578,318.2769,539921
2022-01-04 14:30:00,318.2769,319.1895,318.2672,319.1152,578645
2022-01-04 14:45:00,319.1054,319.6805,318.9982,319.3832,559397
2022-01-04 15:00:00,319.3783,320.6844,319.3783,320.5301,734502
2022-01-04 15:15:00,320.5479,321.3471,320.2458,321.3339,669021
2022-01-04 15:30:00,321.3179,321.4641,320.7721,321.2692,767669
2022-01-04 15:45:00,321.2497,321.9319,320.5869,320.7136,1699017
2022-01-04 16:00:00,320.7136,320.7331,320.2848,320.3725,4800636
2022-01-04 16:15:00,320.2848,320.5674,319.5927,320.1386,44196
2022-01-04 16:30:00,320.0703,320.1580,319.8559,319.8559,6758
2022-01-04 16:45:00,319.9631,320.1288,319.9631,320.1288,1639
2022-01-04 17:00:00,320.0313,320.0898,319.9826,319.9826,722
2022-01-04 17:15:00,319.9826,320.0801,319.9826,320.0801,1915
2022-01-04 17:30:00,320.1775,320.3432,320.0216,320.0216,2555
2022-01-04 17:45:00,319.9339,320.2262,319.9339,319.9631,884
2022-01-04 18:00:00,320.1483,320.1775,320.0801,320.0996,1449
2022-01-04 18:15:00,319.9339,319.9339,319.6025,319.6025,3289
2022-01-04 18:30:00,319.6805,319.6805,319.2516,319.2516,1029
2022-01-04 18:45:00,319.3881,320.1580,319.3881,319.4953,838
2022-01-04 19:00:00,319.4563,319.4563,319.3978,319.3978,703
2022-01-04 19:15:00,319.6415,319.6415,319.3101,319.3101,845
2022-01-04 19:30:00,319.6415,319.6415,319.3686,319.5830,842
2022-01-04 19:45:00,319.2516,319.3491,319.2516,319.2516,7456
2022-01-05 04:00:00,319.8949,319.9436,319.5927,319.6025,2142
2022-01-05 04:15:00,319.8072,320.1775,319.8072,320.1775,1062
2022-01-05 04:30:00,320.2555,320.2555,319.9826,320.0118,1765
2022-01-05 04:45:00,320.0216,320.2945,319.9924,320.2945,1010
2022-01-05 05:30:00,320.3725,320.3725,320.3725,320.3725,100
2022-01-05 06:00:00,320.0118,320.0118,319.8851,319.8851,1035
2022-01-05 06:30:00,319.8072,320.6259,319.7779,319.7877,5489
2022-01-05 06:45:00,320.2653,320.2653,320.2653,320.2653,100
2022-01-05 07:00:00,320.0021,320.0801,319.9046,320.0801,3155
2022-01-05 07:15:00,319.9826,320.0313,319.7877,320.0313,1648
2022-01-05 07:30:00,319.9144,319.9826,319.7389,319.7877,2395
2022-01-05 07:45:00,319.7877,319.7877,319.0177,319.3978,4829
2022-01-05 08:00:00,319.1054,320.1678,318.9105,318.9105,14426
2022-01-05 08:15:00,318.7155,319.2614,318.7155,319.1054,2990
2022-01-05 08:30:00,319.1834,319.2614,318.9300,318.9300,6791
2022-01-05 08:45:00,319.0177,319.6902,318.7155,319.4953,10554
2022-01-05 09:00:00,319.4758,319.4758,318.5986,318.6745,7760
2022-01-05 09:15:00,319.4465,319.4465,317.4875,317.4972,33267
2022-01-05 09:30:00,317.4972,317.8091,312.6824,313.4816,3130904
2022-01-05 09:45:00,313.4816,315.0898,312.8188,314.6609,1474269
2022-01-05 10:00:00,314.6512,315.3432,313.9104,314.6122,901799
2022-01-05 10:15:00,314.5927,315.3822,313.8422,315.0411,869271
2022-01-05 10:30:00,315.0118,315.0216,313.5888,313.7740,783488
2022-01-05 10:45:00,313.7457,314.6804,313.4329,314.5732,842347
2022-01-05 11:00:00,314.5635,314.8656,313.6375,314.2711,600368
