DateTime,Open,High,Low,Close,Volume
2022-01-03 04:00:00,175.3921,175.4708,174.9001,175.2150,9876
2022-01-03 04:15:00,175.2150,175.2543,174.9493,174.9592,9992
2022-01-03 04:30:00,175.0084,175.0280,174.9001,175.0280,9560
2022-01-03 04:45:00,175.0182,175.2347,174.9493,175.2150,10339
2022-01-03 05:00:00,175.2150,175.2937,175.1264,175.2248,10041
2022-01-03 05:15:00,175.2347,175.3527,175.1855,175.3134,12027
2022-01-03 05:30:00,175.3035,175.3527,175.2051,175.2347,6586
2022-01-03 05:45:00,175.2839,175.3035,175.2642,175.3035,6055
2022-01-03 06:00:00,175.3035,175.5495,175.2937,175.4708,12512
2022-01-03 06:15:00,175.4511,175.5790,175.4019,175.5594,3963
2022-01-03 06:30:00,175.5200,175.5692,175.4314,175.4314,4612
2022-01-03 06:45:00,175.3823,175.5889,175.3823,175.5790,2918
2022-01-03 07:00:00,175.5889,175.6282,175.3527,175.4708,27225
2022-01-03 07:15:00,175.4413,175.4413,175.2839,175.3429,25609
2022-01-03 07:30:00,175.3232,175.4314,175.2248,175.3921,11334
2022-01-03 07:45:00,175.3823,175.4019,175.3331,175.3527,5854
2022-01-03 08:00:00,175.5003,175.6086,174.7132,175.4806,120352
2022-01-03 08:15:00,175.4806,175.5790,175.4413,175.4905,50369
2022-01-03 08:30:00,175.4806,175.4905,175.2445,175.2642,60160
2022-01-03 08:45:00,175.2740,175.3823,174.7525,174.7919,105657
2022-01-03 09:00:00,174.7821,174.9690,174.6443,174.9100,121635
2022-01-03 09:15:00,174.8903,175.0674,174.7230,175.0280,188152
2022-01-03 09:30:00,175.0084,177.9306,174.8509,177.6895,7013315
2022-01-03 09:45:00,177.6944,178.0191,176.5137,177.5469,5570955
2022-01-03 10:00:00,177.5567,178.5111,177.3710,178.3142,5405851
2022-01-03 10:15:00,178.3094,178.3438,177.5862,177.9306,3071069
2022-01-03 10:30:00,177.9404,178.2946,177.6649,177.8715,2443114
2022-01-03 10:45:00,177.8666,178.3144,177.8519,178.0487,1897286
2022-01-03 11:00:00,178.0388,178.0977,177.4878,177.9109,2040473
2022-01-03 11:15:00,177.9109,178.8456,177.7928,178.8259,3310913
2022-01-03 11:30:00,178.8259,178.8456,178.2258,178.5646,2256711
2022-01-03 11:45:00,178.5612,178.8441,178.4324,178.5504,1801739
2022-01-03 12:00:00,178.5504,178.5996,178.1618,178.3733,1477600
2022-01-03 12:15:00,178.3684,178.7718,178.3684,178.6784,1504647
2022-01-03 12:30:00,178.6734,179.2367,178.5701,179.0916,2756273
2022-01-03 12:45:00,179.0917,179.1703,178.7276,178.7669,1518300
2022-01-03 13:00:00,178.7673,179.1703,178.7177,179.0818,1477424
2022-01-03 13:15:00,179.0818,179.3464,179.0326,179.2979,1715977
2022-01-03 13:30:00,179.2933,179.9181,179.2785,179.8935,3361254
2022-01-03 13:45:00,179.8950,179.9378,179.3671,179.4310,2837175
2022-01-03 14:00:00,179.4401,179.5294,179.0818,179.1801,2189957
2022-01-03 14:15:00,179.1899,179.3769,178.8850,178.9391,1923232
2022-01-03 14:30:00,178.9342,179.3573,178.7374,179.2589,2153265
2022-01-03 14:45:00,179.2687,179.3226,178.9440,178.9539,1399188
2022-01-03 15:00:00,178.9440,179.2687,178.7866,179.2096,1785410
2022-01-03 15:15:00,179.1998,179.2190,178.9441,179.2146,1660017
2022-01-03 15:30:00,179.2195,179.2195,178.4422,178.6095,3105182
2022-01-03 15:45:00,178.5996,179.0818,178.2799,179.0719,6151793
2022-01-03 16:00:00,179.0719,179.2982,178.7767,179.2884,12071174
2022-01-03 16:15:00,179.2982,179.3671,179.2687,179.3277,75157
2022-01-03 16:30:00,179.3179,179.3474,179.2884,179.2982,13810
2022-01-03 16:45:00,179.2785,179.3474,179.0818,179.2097,5008700
2022-01-03 17:00:00,179.1998,179.1998,179.1113,179.1211,19117
2022-01-03 17:15:00,179.1605,179.1703,179.0818,179.0818,14130
2022-01-03 17:30:00,179.0818,179.1998,179.0818,179.1998,8991
2022-01-03 17:45:00,179.1703,179.2687,179.1703,179.1801,9271
2022-01-03 18:00:00,179.1900,179.2195,179.0818,179.1506,22404
2022-01-03 18:15:00,179.1605,179.2589,179.1605,179.2195,7196
2022-01-03 18:30:00,179.2097,179.2293,179.0719,179.1014,16092
2022-01-03 18:45:00,179.0818,179.1310,178.9735,178.9834,13983
2022-01-03 19:00:00,179.0030,179.0719,178.8850,179.0325,10078
2022-01-03 19:15:00,178.9932,179.0129,178.8259,178.8259,13660
2022-01-03 19:30:00,178.8751,179.0128,178.8751,179.0128,11130
2022-01-03 19:45:00,179.0030,179.0719,178.9243,179.0621,22351
2022-01-04 04:00:00,179.2884,179.7311,179.1703,179.4753,13806
2022-01-04 04:15:00,179.4950,179.6721,179.4950,179.6327,7371
2022-01-04 04:30:00,179.6524,179.9279,179.5737,179.9279,8298
2022-01-04 04:45:00,179.9082,180.0066,179.7803,179.9279,3693
2022-01-04 05:00:00,179.9476,180.0263,179.8787,179.9870,8410
2022-01-04 05:15:00,179.9968,180.4199,179.9378,180.3510,23275
